FileName	Keyword	Count
USA_27_1972.txt	continue	3
USA_27_1972.txt	reached	3
USA_27_1972.txt	issue	3
USA_27_1972.txt	recognize	3
USA_27_1972.txt	time	3
USA_27_1972.txt	drugs international	3
USA_27_1972.txt	prolong	3
USA_27_1972.txt	encouraged	3
USA_27_1972.txt	discourse	3
USA_27_1972.txt	situation prevails	3
USA_27_1972.txt	union undertaken	3
USA_27_1972.txt	conference	3
USA_27_1972.txt	program economic	3
USA_27_1972.txt	states welcomes	3
USA_27_1972.txt	problems income	3
USA_27_1972.txt	person	3
USA_27_1972.txt	greater focus	3
USA_27_1972.txt	safely	3
USA_27_1972.txt	nation provides	3
USA_27_1972.txt	separate	3
USA_27_1972.txt	east does	3
USA_27_1972.txt	way achieve	3
USA_27_1972.txt	discussion united	3
USA_27_1972.txt	committee international	3
USA_27_1972.txt	soon	3
USA_27_1972.txt	believe greater	3
USA_27_1972.txt	kidnapped assassinated	3
USA_27_1972.txt	relations	3
USA_27_1972.txt	urge	3
USA_27_1972.txt	middle east	3
USA_27_1972.txt	heroin traffic	3
USA_27_1972.txt	balance	3
USA_27_1972.txt	air	3
USA_27_1972.txt	crucial	3
USA_27_1972.txt	strategic arms	3
USA_27_1972.txt	interim agreement	3
USA_27_1972.txt	council resolution	3
USA_27_1972.txt	study proposals	3
USA_27_1972.txt	dealing	3
USA_27_1972.txt	years international	3
USA_27_1972.txt	problem	3
USA_27_1972.txt	athletes kidnapped	3
USA_27_1972.txt	approach best	3
USA_28_1973.txt	community	6
USA_28_1973.txt	new	5
USA_28_1973.txt	ties	5
USA_28_1973.txt	prejudice future	5
USA_28_1973.txt	determination economic	5
USA_28_1973.txt	world	4
USA_28_1973.txt	search	4
USA_28_1973.txt	security	4
USA_28_1973.txt	merely practical	4
USA_28_1973.txt	continent africa	4
USA_28_1973.txt	positive	4
USA_28_1973.txt	offsetting	4
USA_28_1973.txt	cope	4
USA_28_1973.txt	nations auspices	4
USA_28_1973.txt	exclusion	4
USA_28_1973.txt	scientific vision	4
USA_28_1973.txt	uneasy truces	4
USA_28_1973.txt	country seeks	4
USA_28_1973.txt	economy inhibited	4
USA_28_1973.txt	states	3
USA_28_1973.txt	world community	3
USA_28_1973.txt	peace	3
USA_28_1973.txt	relaxation	3
USA_28_1973.txt	strive	3
USA_28_1973.txt	nixon	3
USA_28_1973.txt	rights	3
USA_28_1973.txt	conflicts united	3
USA_28_1973.txt	shared	3
USA_28_1973.txt	institutions	3
USA_28_1973.txt	fed united	3
USA_28_1973.txt	ways maintain	3
USA_28_1973.txt	blocs	3
USA_28_1973.txt	structure ignores	3
USA_28_1973.txt	simply	3
USA_28_1973.txt	proposed rights	3
USA_28_1973.txt	proposes	3
USA_28_1973.txt	merely balance	3
USA_28_1973.txt	requires curbing	3
USA_28_1973.txt	talks stretegic	3
USA_28_1973.txt	abandon allies	3
USA_28_1973.txt	energy	3
USA_28_1973.txt	south korea	3
USA_28_1973.txt	justified	3
USA_28_1973.txt	strategic	3
USA_28_1973.txt	africa shall	3
USA_28_1973.txt	relationships	3
USA_28_1973.txt	like add	3
USA_28_1973.txt	1974 conference	3
USA_28_1973.txt	world wide	3
USA_28_1973.txt	emergence power	3
USA_28_1973.txt	beds	3
USA_28_1973.txt	ability institutions	3
USA_28_1973.txt	traditional ties	3
USA_28_1973.txt	region	3
USA_28_1973.txt	submit proposals	3
USA_28_1973.txt	prejudice	3
USA_28_1973.txt	world economy	3
USA_28_1973.txt	shared aspirations	3
USA_28_1973.txt	inhibited restrictive	3
USA_28_1973.txt	brazil president	3
USA_28_1973.txt	states proposes	3
USA_28_1973.txt	countries united	3
USA_28_1973.txt	ignores humane	3
USA_28_1973.txt	world food	3
USA_28_1973.txt	substance	3
USA_28_1973.txt	conference organized	3
USA_28_1973.txt	enhance	3
USA_28_1973.txt	foundation development	3
USA_28_1973.txt	tensions shall	3
USA_28_1973.txt	peace indo	3
USA_28_1973.txt	arms race	3
USA_28_1973.txt	fail	3
USA_28_1973.txt	power condominium	3
USA_28_1973.txt	external	3
USA_28_1973.txt	adequate food	3
USA_28_1973.txt	operation	3
USA_28_1973.txt	tensions room	3
USA_28_1973.txt	resources	3
USA_28_1973.txt	continue	3
USA_28_1973.txt	problems operatively	3
USA_28_1973.txt	quality	3
USA_29_1974.txt	nuclear	4
USA_29_1974.txt	growth present	4
USA_29_1974.txt	geneve	4
USA_29_1974.txt	essential accommodation	4
USA_29_1974.txt	world	3
USA_29_1974.txt	international	3
USA_29_1974.txt	nonproliferation	3
USA_29_1974.txt	economic institutions	3
USA_29_1974.txt	supply	3
USA_29_1974.txt	accept implement	3
USA_29_1974.txt	stagnation world	3
USA_29_1974.txt	fester	3
USA_29_1974.txt	directly	3
USA_29_1974.txt	require triple	3
USA_29_1974.txt	permitted	3
USA_29_1974.txt	indifferent spread	3
USA_29_1974.txt	techniques	3
USA_29_1974.txt	responsibility encourage	3
USA_29_1974.txt	diversion nuclear	3
USA_29_1974.txt	determined	3
USA_29_1974.txt	multiplied times	3
USA_29_1974.txt	new nations	3
USA_29_1974.txt	indispensable	3
USA_29_1974.txt	longer possible	3
USA_29_1974.txt	early warning	3
USA_29_1974.txt	conflicts weapons	3
USA_29_1974.txt	negotiation art	3
USA_29_1974.txt	set goals	3
USA_29_1974.txt	law	3
USA_29_1974.txt	contains broad	3
USA_29_1974.txt	explosives specific	3
USA_29_1974.txt	broad commitment	3
USA_29_1974.txt	benefits nuclear	3
USA_29_1974.txt	crisis	3
USA_29_1974.txt	implement	3
USA_29_1974.txt	reality sturdy	3
USA_29_1974.txt	enhancing physical	3
USA_29_1974.txt	end century	3
USA_29_1974.txt	aid	3
USA_29_1974.txt	attack	3
USA_29_1974.txt	effective international	3
USA_29_1974.txt	simultaneously	3
USA_29_1974.txt	fuel food	3
USA_29_1974.txt	catastrophe	3
USA_29_1974.txt	nuclear explosive	3
USA_29_1974.txt	goals achieved	3
USA_29_1974.txt	conflict war	3
USA_29_1974.txt	early	3
USA_29_1974.txt	session general	3
USA_29_1974.txt	needs poor	3
USA_30_1975.txt	allies shall	4
USA_30_1975.txt	make contribution	4
USA_30_1975.txt	united	3
USA_30_1975.txt	peace	3
USA_30_1975.txt	world	3
USA_30_1975.txt	human	3
USA_30_1975.txt	victims	3
USA_30_1975.txt	continue	3
USA_30_1975.txt	labour	3
USA_30_1975.txt	general worked	3
USA_30_1975.txt	ordance security	3
USA_30_1975.txt	man great	3
USA_30_1975.txt	peril	3
USA_30_1975.txt	safeguards ensure	3
USA_30_1975.txt	efforts international	3
USA_30_1975.txt	available	3
USA_30_1975.txt	restraint	3
USA_30_1975.txt	declaration	3
USA_30_1975.txt	longer continually	3
USA_30_1975.txt	conflict immediate	3
USA_30_1975.txt	shall pursue	3
USA_30_1975.txt	small inefficient	3
USA_30_1975.txt	solution fails	3
USA_30_1975.txt	respect widening	3
USA_30_1975.txt	secretary	3
USA_30_1975.txt	potent	3
USA_30_1975.txt	explore concept	3
USA_30_1975.txt	remain	3
USA_30_1975.txt	peoples	3
USA_30_1975.txt	compassion united	3
USA_30_1975.txt	rivalry generation	3
USA_30_1975.txt	translated treaty	3
USA_30_1975.txt	urge	3
USA_30_1975.txt	global agenda	3
USA_30_1975.txt	mutual	3
USA_31_1976.txt	dangers	4
USA_31_1976.txt	permit withdrawal	4
USA_31_1976.txt	procedural disputes	4
USA_31_1976.txt	africa leadership	4
USA_31_1976.txt	united states	3
USA_31_1976.txt	nations	3
USA_31_1976.txt	funds aid	3
USA_31_1976.txt	positive nobler	3
USA_31_1976.txt	conference including	3
USA_31_1976.txt	process	3
USA_31_1976.txt	continue	3
USA_31_1976.txt	thirty session	3
USA_31_1976.txt	advantage	3
USA_31_1976.txt	ahead vindicate	3
USA_31_1976.txt	intervention tip	3
USA_31_1976.txt	seen nuclear	3
USA_31_1976.txt	willing	3
USA_31_1976.txt	people rhodesia	3
USA_31_1976.txt	enriched	3
USA_31_1976.txt	enforced continue	3
USA_31_1976.txt	globe arbitrary	3
USA_31_1976.txt	assume	3
USA_31_1976.txt	york	3
USA_31_1976.txt	forced	3
USA_31_1976.txt	common efforts	3
USA_31_1976.txt	advance new	3
USA_31_1976.txt	finance	3
USA_31_1976.txt	ready	3
USA_31_1976.txt	continued	3
USA_32_1977.txt	basis	5
USA_32_1977.txt	case	5
USA_32_1977.txt	nations	4
USA_32_1977.txt	nuclear	4
USA_32_1977.txt	negotiations	4
USA_32_1977.txt	process	4
USA_32_1977.txt	willing far	4
USA_32_1977.txt	question	4
USA_32_1977.txt	bringing	4
USA_32_1977.txt	nations convene	4
USA_32_1977.txt	leaders	4
USA_32_1977.txt	organizations pleased	4
USA_32_1977.txt	century score	4
USA_32_1977.txt	nations capacity	4
USA_32_1977.txt	sides fundamental	4
USA_32_1977.txt	united	3
USA_32_1977.txt	world	3
USA_32_1977.txt	global	3
USA_32_1977.txt	good	3
USA_32_1977.txt	international nuclear	3
USA_32_1977.txt	level operation	3
USA_32_1977.txt	ensure	3
USA_32_1977.txt	trade conventional	3
USA_32_1977.txt	existence	3
USA_32_1977.txt	limiting	3
USA_32_1977.txt	community	3
USA_32_1977.txt	year	3
USA_32_1977.txt	cent	3
USA_32_1977.txt	proposed solution	3
USA_32_1977.txt	making capabilities	3
USA_32_1977.txt	decide	3
USA_32_1977.txt	resolutions 242	3
USA_32_1977.txt	detailed negotiations	3
USA_32_1977.txt	region order	3
USA_32_1977.txt	imports ready	3
USA_32_1977.txt	assured weapons	3
USA_32_1977.txt	solely hands	3
USA_32_1977.txt	union	3
USA_32_1977.txt	suppliers	3
USA_32_1977.txt	panama relationship	3
USA_32_1977.txt	lasting peace	3
USA_32_1977.txt	cut flow	3
USA_32_1977.txt	generations	3
USA_32_1977.txt	smooth	3
USA_32_1977.txt	independence	3
USA_32_1977.txt	operate	3
USA_32_1977.txt	treaties	3
USA_32_1977.txt	lies	3
USA_32_1977.txt	pledges	3
USA_32_1977.txt	soldier spent	3
USA_32_1977.txt	defence committed	3
USA_32_1977.txt	convene washington	3
USA_32_1977.txt	means	3
USA_32_1977.txt	conference	3
USA_32_1977.txt	countries president	3
USA_32_1977.txt	east	3
USA_32_1977.txt	end	3
USA_32_1977.txt	devices	3
USA_32_1977.txt	soviets	3
USA_32_1977.txt	settling disputes	3
USA_32_1977.txt	arms subverts	3
USA_32_1977.txt	organizations limit	3
USA_32_1977.txt	solemn	3
USA_32_1977.txt	dictate	3
USA_32_1977.txt	effort stabilize	3
USA_32_1977.txt	educating	3
USA_32_1977.txt	power solve	3
USA_32_1977.txt	signed panama	3
USA_32_1977.txt	stabilize presence	3
USA_32_1977.txt	different	3
USA_32_1977.txt	military spending	3
USA_32_1977.txt	weapons united	3
USA_32_1977.txt	solution problems	3
USA_32_1977.txt	major powers	3
USA_32_1977.txt	ratified	3
USA_32_1977.txt	decades	3
USA_32_1977.txt	cycle	3
USA_32_1977.txt	international commerce	3
USA_32_1977.txt	results committed	3
USA_32_1977.txt	sides	3
USA_32_1977.txt	order	3
USA_32_1977.txt	acceptance	3
USA_33_1978.txt	world wise	4
USA_33_1978.txt	gas	4
USA_33_1978.txt	lebanon confrontation	4
USA_33_1978.txt	geneva multilateral	4
USA_33_1978.txt	lebanese	4
USA_33_1978.txt	countries	3
USA_33_1978.txt	negotiations	3
USA_33_1978.txt	help	3
USA_33_1978.txt	hope	3
USA_33_1978.txt	states	3
USA_33_1978.txt	camp david	3
USA_33_1978.txt	contribute	3
USA_33_1978.txt	development	3
USA_33_1978.txt	important	3
USA_33_1978.txt	achieved months	3
USA_33_1978.txt	continued	3
USA_33_1978.txt	various	3
USA_33_1978.txt	level fair	3
USA_33_1978.txt	pope john	3
USA_33_1978.txt	assembly strengthen	3
USA_33_1978.txt	reached	3
USA_33_1978.txt	resources	3
USA_33_1978.txt	contribute major	3
USA_33_1978.txt	atmosphere	3
USA_33_1978.txt	diminish violence	3
USA_33_1978.txt	progress identifying	3
USA_33_1978.txt	supporting	3
USA_33_1978.txt	lebanon	3
USA_33_1978.txt	increasing	3
USA_33_1978.txt	sin	3
USA_33_1978.txt	benefit nations	3
USA_33_1978.txt	countries regions	3
USA_33_1978.txt	second	3
USA_33_1978.txt	david framework	3
USA_33_1978.txt	consensus	3
USA_33_1978.txt	refugees	3
USA_33_1978.txt	tragedy inevitable	3
USA_34_1979.txt	economic	5
USA_34_1979.txt	pressing	5
USA_34_1979.txt	bring	4
USA_34_1979.txt	million year	4
USA_34_1979.txt	notion bipolar	4
USA_34_1979.txt	record size	4
USA_34_1979.txt	family planning	4
USA_34_1979.txt	undeniable	4
USA_34_1979.txt	countries bank	4
USA_34_1979.txt	months	4
USA_34_1979.txt	stocks support	4
USA_34_1979.txt	tons 1975	4
USA_34_1979.txt	build	4
USA_34_1979.txt	nations	3
USA_34_1979.txt	united states	3
USA_34_1979.txt	american	3
USA_34_1979.txt	pressing thailand	3
USA_34_1979.txt	producing nations	3
USA_34_1979.txt	sit toda	3
USA_34_1979.txt	specific	3
USA_34_1979.txt	indispensable	3
USA_34_1979.txt	time	3
USA_34_1979.txt	technologies	3
USA_34_1979.txt	emergency needs	3
USA_34_1979.txt	required	3
USA_34_1979.txt	history north	3
USA_34_1979.txt	facing	3
USA_34_1979.txt	assertion national	3
USA_34_1979.txt	agree	3
USA_34_1979.txt	thousands sick	3
USA_34_1979.txt	served	3
USA_34_1979.txt	bank programme	3
USA_34_1979.txt	easier	3
USA_34_1979.txt	economy especially	3
USA_34_1979.txt	course embarked	3
USA_34_1979.txt	interdependence daily	3
USA_34_1979.txt	progress field	3
USA_34_1979.txt	decide	3
USA_34_1979.txt	southern africa	3
USA_34_1979.txt	develop new	3
USA_34_1979.txt	basic elements	3
USA_34_1979.txt	rights indispensable	3
USA_34_1979.txt	political geography	3
USA_34_1979.txt	programme emergency	3
USA_34_1979.txt	relief	3
USA_34_1979.txt	stock imprudence	3
USA_34_1979.txt	resolve outstanding	3
USA_34_1979.txt	institute policy	3
USA_34_1979.txt	solution combine	3
USA_34_1979.txt	prolonged energy	3
USA_35_1980.txt	goal achieving	5
USA_35_1980.txt	united states	4
USA_35_1980.txt	carter	4
USA_35_1980.txt	global problem	4
USA_35_1980.txt	self determination	4
USA_35_1980.txt	south africa	4
USA_35_1980.txt	remains future	4
USA_35_1980.txt	clouds	4
USA_35_1980.txt	ban truly	4
USA_35_1980.txt	spread nuclear	4
USA_35_1980.txt	life	4
USA_35_1980.txt	step bring	4
USA_35_1980.txt	resuming	4
USA_35_1980.txt	material	4
USA_35_1980.txt	obligation	4
USA_35_1980.txt	committed	3
USA_35_1980.txt	achieving	3
USA_35_1980.txt	role	3
USA_35_1980.txt	parliament announced	3
USA_35_1980.txt	adherence attach	3
USA_35_1980.txt	obligation difficult	3
USA_35_1980.txt	deal hostage	3
USA_35_1980.txt	darken world	3
USA_35_1980.txt	election	3
USA_35_1980.txt	response	3
USA_35_1980.txt	makes obligation	3
USA_35_1980.txt	generosity	3
USA_35_1980.txt	affairs soviet	3
USA_35_1980.txt	force reductions	3
USA_35_1980.txt	problem requires	3
USA_35_1980.txt	believe	3
USA_35_1980.txt	soundness	3
USA_35_1980.txt	tension	3
USA_35_1980.txt	situation iran	3
USA_35_1980.txt	week	3
USA_35_1980.txt	leadership	3
USA_35_1980.txt	west bank	3
USA_35_1980.txt	renewed	3
USA_35_1980.txt	release repeatedly	3
USA_35_1980.txt	support human	3
USA_35_1980.txt	continue	3
USA_35_1980.txt	achieving mutual	3
USA_35_1980.txt	truly care	3
USA_35_1980.txt	significant contribution	3
USA_35_1980.txt	apartheid	3
USA_35_1980.txt	reductions	3
USA_35_1980.txt	called security	3
USA_35_1980.txt	achieving comprehensive	3
USA_35_1980.txt	welcomes emphasis	3
USA_35_1980.txt	scope	3
USA_35_1980.txt	southern	3
USA_35_1980.txt	end isolation	3
USA_35_1980.txt	troops political	3
USA_35_1980.txt	self	3
USA_35_1980.txt	barack obama	3
USA_35_1980.txt	ratify salt	3
USA_35_1980.txt	talks minister	3
USA_35_1980.txt	asia	3
USA_35_1980.txt	role community	3
USA_35_1980.txt	security state	3
USA_35_1980.txt	camp	3
USA_35_1980.txt	government iran	3
USA_35_1980.txt	truly	3
USA_35_1980.txt	years welcomed	3
USA_35_1980.txt	inherent massive	3
USA_35_1980.txt	community committed	3
USA_35_1980.txt	thirty fifth	3
USA_36_1981.txt	countries	5
USA_36_1981.txt	markets strategy	5
USA_36_1981.txt	1982 gatt	5
USA_36_1981.txt	restrictive	5
USA_36_1981.txt	trying	5
USA_36_1981.txt	international	4
USA_36_1981.txt	key	4
USA_36_1981.txt	economic	4
USA_36_1981.txt	help	4
USA_36_1981.txt	domestic	4
USA_36_1981.txt	pressures	4
USA_36_1981.txt	international stability	4
USA_36_1981.txt	increase food	4
USA_36_1981.txt	promote economic	4
USA_36_1981.txt	supported	4
USA_36_1981.txt	338	4
USA_36_1981.txt	principles major	4
USA_36_1981.txt	low rates	4
USA_36_1981.txt	ill search	4
USA_36_1981.txt	food	4
USA_36_1981.txt	character	4
USA_36_1981.txt	despite difficulties	4
USA_36_1981.txt	successful	4
USA_36_1981.txt	says foreign	4
USA_36_1981.txt	stability	3
USA_36_1981.txt	growth	3
USA_36_1981.txt	people	3
USA_36_1981.txt	foreign	3
USA_36_1981.txt	states support	3
USA_36_1981.txt	trading	3
USA_36_1981.txt	moment	3
USA_36_1981.txt	close	3
USA_36_1981.txt	generous concessional	3
USA_36_1981.txt	downturn especially	3
USA_36_1981.txt	willingness	3
USA_36_1981.txt	shall assist	3
USA_36_1981.txt	mind major	3
USA_36_1981.txt	suffer widespread	3
USA_36_1981.txt	capital markets	3
USA_36_1981.txt	employment needed	3
USA_36_1981.txt	subsidies investment	3
USA_36_1981.txt	ill	3
USA_36_1981.txt	vulnerable economic	3
USA_36_1981.txt	conflict united	3
USA_36_1981.txt	disputes restraint	3
USA_36_1981.txt	model	3
USA_36_1981.txt	improve	3
USA_36_1981.txt	markets	3
USA_36_1981.txt	aid	3
USA_36_1981.txt	reduced	3
USA_36_1981.txt	earnings developing	3
USA_36_1981.txt	half manufactured	3
USA_36_1981.txt	play key	3
USA_36_1981.txt	arms	3
USA_36_1981.txt	setback world	3
USA_36_1981.txt	charter	3
USA_36_1981.txt	manufactured	3
USA_36_1981.txt	attain objective	3
USA_36_1981.txt	survive plans	3
USA_36_1981.txt	242	3
USA_36_1981.txt	largest	3
USA_36_1981.txt	countries significant	3
USA_36_1981.txt	progress social	3
USA_36_1981.txt	national	3
USA_36_1981.txt	best experience	3
USA_36_1981.txt	protectionist pressures	3
USA_36_1981.txt	exported developing	3
USA_37_1982.txt	efforts smooth	5
USA_37_1982.txt	says	4
USA_37_1982.txt	america	4
USA_37_1982.txt	israel	4
USA_37_1982.txt	middle east	4
USA_37_1982.txt	bounties	4
USA_37_1982.txt	general javier	4
USA_37_1982.txt	human mind	4
USA_37_1982.txt	armies	4
USA_37_1982.txt	prison	4
USA_37_1982.txt	american	3
USA_37_1982.txt	reality	3
USA_37_1982.txt	region	3
USA_37_1982.txt	nuclear	3
USA_37_1982.txt	freedom	3
USA_37_1982.txt	build	3
USA_37_1982.txt	growing	3
USA_37_1982.txt	easy promises	3
USA_37_1982.txt	reassures share	3
USA_37_1982.txt	future	3
USA_37_1982.txt	shore world	3
USA_37_1982.txt	immediate debt	3
USA_37_1982.txt	obama time	3
USA_37_1982.txt	road	3
USA_37_1982.txt	vastly different	3
USA_37_1982.txt	peace says	3
USA_37_1982.txt	battle causes	3
USA_37_1982.txt	javier perez	3
USA_37_1982.txt	bright indulge	3
USA_37_1982.txt	free world	3
USA_37_1982.txt	ultimate safety	3
USA_37_1982.txt	tions	3
USA_37_1982.txt	able	3
USA_37_1982.txt	imf provide	3
USA_37_1982.txt	critical	3
USA_37_1982.txt	sity	3
USA_37_1982.txt	numbers nations	3
USA_37_1982.txt	critical help	3
USA_37_1982.txt	disputes	3
USA_37_1982.txt	mind	3
USA_37_1982.txt	character	3
USA_37_1982.txt	goods services	3
USA_37_1982.txt	american economy	3
USA_37_1982.txt	injured explosion	3
USA_37_1982.txt	world developing	3
USA_37_1982.txt	earned	3
USA_37_1982.txt	root	3
USA_37_1982.txt	character way	3
USA_37_1982.txt	new proposal	3
USA_37_1982.txt	man speaking	3
USA_37_1982.txt	objectivity	3
USA_37_1982.txt	pre conditions	3
USA_38_1983.txt	africa	6
USA_38_1983.txt	approach willing	6
USA_38_1983.txt	assume	5
USA_38_1983.txt	soviets	5
USA_38_1983.txt	nations	4
USA_38_1983.txt	control	4
USA_38_1983.txt	just	4
USA_38_1983.txt	right time	4
USA_38_1983.txt	polarization united	4
USA_38_1983.txt	determination peoples	4
USA_38_1983.txt	weapons worldwide	4
USA_38_1983.txt	provide	4
USA_38_1983.txt	solution problem	4
USA_38_1983.txt	problems	4
USA_38_1983.txt	affiliates	4
USA_38_1983.txt	proud history	4
USA_38_1983.txt	efforts	4
USA_38_1983.txt	people right	4
USA_38_1983.txt	commitment genuine	4
USA_38_1983.txt	enforced	4
USA_38_1983.txt	stabilizes forces	4
USA_38_1983.txt	organizations	4
USA_38_1983.txt	572 proposed	4
USA_38_1983.txt	civilized	4
USA_38_1983.txt	united	3
USA_38_1983.txt	united states	3
USA_38_1983.txt	time	3
USA_38_1983.txt	soviet union	3
USA_38_1983.txt	non	3
USA_38_1983.txt	security	3
USA_38_1983.txt	proposed	3
USA_38_1983.txt	organization american	3
USA_38_1983.txt	number sides	3
USA_38_1983.txt	late	3
USA_38_1983.txt	misleading view	3
USA_38_1983.txt	world evidence	3
USA_38_1983.txt	commit new	3
USA_38_1983.txt	actions	3
USA_38_1983.txt	keeping spirit	3
USA_38_1983.txt	head bloc	3
USA_38_1983.txt	conciliation	3
USA_38_1983.txt	verifiable	3
USA_38_1983.txt	history resolve	3
USA_38_1983.txt	agreement limit	3
USA_38_1983.txt	support policy	3
USA_38_1983.txt	new	3
USA_38_1983.txt	seeks accept	3
USA_38_1983.txt	pursue national	3
USA_38_1983.txt	verification	3
USA_38_1983.txt	world civilized	3
USA_38_1983.txt	blocs	3
USA_38_1983.txt	peace movement	3
USA_38_1983.txt	option	3
USA_38_1983.txt	kingdom	3
USA_38_1983.txt	southern africa	3
USA_38_1983.txt	equal number	3
USA_38_1983.txt	served pseudo	3
USA_38_1983.txt	wrote era	3
USA_38_1983.txt	pseudo	3
USA_38_1983.txt	chad	3
USA_38_1983.txt	aftermath second	3
USA_38_1983.txt	rhetoric time	3
USA_38_1983.txt	speak voice	3
USA_38_1983.txt	security peoples	3
USA_38_1983.txt	weapons war	3
USA_38_1983.txt	abounds simply	3
USA_38_1983.txt	subservient nations	3
USA_38_1983.txt	lebanon	3
USA_38_1983.txt	search	3
USA_38_1983.txt	currently exist	3
USA_38_1983.txt	define pursue	3
USA_38_1983.txt	ways address	3
USA_38_1983.txt	body	3
USA_38_1983.txt	voice	3
USA_38_1983.txt	nations founded	3
USA_38_1983.txt	soviets concept	3
USA_38_1983.txt	abounds	3
USA_38_1983.txt	time history	3
USA_38_1983.txt	billions people	3
USA_38_1983.txt	conflict	3
USA_38_1983.txt	self determination	3
USA_38_1983.txt	states prepared	3
USA_38_1983.txt	replace world	3
USA_38_1983.txt	gift peace	3
USA_39_1984.txt	brought peaceful	5
USA_39_1984.txt	discussions	5
USA_39_1984.txt	states	4
USA_39_1984.txt	end	4
USA_39_1984.txt	south africa	4
USA_39_1984.txt	115 billion	4
USA_39_1984.txt	disease early	4
USA_39_1984.txt	creativity human	4
USA_39_1984.txt	address	4
USA_39_1984.txt	seeds	4
USA_39_1984.txt	laid	4
USA_39_1984.txt	overriding	4
USA_39_1984.txt	goals led	4
USA_39_1984.txt	personal liberty	4
USA_39_1984.txt	improve relations	4
USA_39_1984.txt	ready constructive	4
USA_39_1984.txt	want	4
USA_39_1984.txt	world	3
USA_39_1984.txt	soviet union	3
USA_39_1984.txt	people	3
USA_39_1984.txt	friend	3
USA_39_1984.txt	consider	3
USA_39_1984.txt	subversion	3
USA_39_1984.txt	political solution	3
USA_39_1984.txt	friends	3
USA_39_1984.txt	murderers time	3
USA_39_1984.txt	said	3
